date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2013-01-07,  AAAI-15  ,147,53757.9,1061011.24,0
2013-01-23,ABFM-90,58,18214.32,406458.75,1
2013-01-07,ABZO-32,111,51089.97,843531.12,0
2013-01-04,ACWI-63,NA,NA,235414.56,0
2013-01-27,ADAY-83,51,14859.36,NA,0
2013-01-08,AEOJ-42,129,37849.89,NA,0
2013-01-05,AGNI-54,45,13865.85,302027.67,1
2013-01-17,AGQV-46,147,52987.62,1108177.07,0
2013-01-29,AGZJ-96,48,11416.32,87494.68,0
2013-01-13,AJHZ-77,43,15377.23,330687,1
2013-13-1, ALWP-80 ,32,6931.2,38105.52,0
2013-01-16,ANGH-88,67,31319.82,806878.8,1
2013-01-21,ANTI-83,118,59070.8,594962.29,0
2013-01-27,ANUA-91,137,46312.85,666561.35,0
2013-01-10,AOCF-99,128,35331.84,682224.88,0
2013-01-08,AOQS-19,139,48359.49,NA,0
2013-01-19,APQU-61,98,22973.16,NA,0
2013-01-24,ARNP-18,59,25166.45,161748.05,1
2013-01-09,ATFU-64,25,3783,32843.46,0
2013-01-19,AUWB-47,36,16618.68,89068.65,1
2013-01-28,BBMC-11,76,29025.92,431009.04,0
2013-01-23,BETS-11,66,23476.2,105767.2,0
2013-01-14,BGNL-80,57,10616.82,179809.06,0
2013-01-10,BKTH-04,46,14087.5,167299.47,1
2013-01-01, BLZJ-60 ,NA,NA,1961739,0
2013-01-13,BNEK-88,96,36890.88,956861.88,1
2013-01-29,BOAH-01,123,41368.59,1972292.63,0
2013-01-03,BORR-04,38,7852.32,47364.64,0
2013-01-09,BPBH-11,38,11767.46,94851.8,1
2013-01-15,BQBX-87,59,10370.43,160586.52,0
2013-01-13,BRNM-67,148,54992.36,1824075.45,0
2013-01-21,BTOY-69,113,57536.21,657909.2,0
2013-01-04,BVND-31,49,24938.06,140325.54,1
2013-01-19,BVRT-86,111,27096.21,564887.35,0
2013-01-04,BVZX-93,78,27314.04,398564.36,1
2013-01-02,BWVK-94,99,18098.19,347591.72,0
2013-01-08,BXCG-45,154,46849.88,640566.63,0
2013-01-04,BZAO-84,32,8494.08,38473.83,1
2013-01-13,CCGI-58,136,47945.44,647488.4,0
2013-01-28,  CDIB-55  ,88,28856.08,427584.4,0
