date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2016-10-27, AAAI-15 ,147,46366.74,2314292.24,0
2016-3-10,ABFM-90,62,22739.74,439477.22,1
2016-10-13,ABZO-32,111,36434.64,1027660.2,0
2016-10-23, ACWI-63 ,63,9069.48,292359.92,0
2016-10-02,ADAY-83,50,12163,177919.5,0
2016-10-08,AEOJ-42,132,53746.44,NA,0
2016-10-18,AGNI-54,45,18332.55,227500.68,1
2016-10-02,AGQV-46,146,44753.38,1314621.39,0
2016-10-05,AGZJ-96,52,16700.84,80707.2,0
2016-10-19,AJHZ-77,43,17789.1,536850.99,1
2016-10-07,AJMB-61,95,19368.6,652391.52,1
2016-10-07,ALWP-80,33,9399.72,64120.87,0
2016-10-09,ANGH-88,74,NA,381162.4,1
2016-10-21,ANTI-83,122,59019.94,460958.55,0
2016-10-29,ANUA-91,147,54600.21,494777.88,0
2016-10-20, AOCF-99 ,130,27372.8,772984.55,0
2016-10-14,AOQS-19,140,61707.8,1129500.74,0
2016-10-16,APQU-61,NA,NA,624124.2,0
2016-10-07,AQXG-43,127,61139.07,994138.2,0
2016-10-04,ARNP-18,55,NA,218057.84,1
2016-10-27,ATFU-64,28,3610.32,31064.25,0
2016-5-10,AUWB-47,38,10120.54,57947.82,1
2016-10-13, BBMC-11 ,70,28378,307578.04,0
2016-10-06,BETS-11,60,26586,91092.5,0
2016-10-06,BGNL-80,64,9880.96,158290.98,0
2016-10-14,BKTH-04,49,21679.56,405796.81,1
2016-10-07,BLZJ-60,152,88368.24,1890229.35,0
2016-10-13,BNEK-88,103,63738.46,1273576.32,1
2016-10-30,BOAH-01,115,43244.6,1887559.52,0
2016-10-19,BORR-04,41,7718.66,28086.08,0
2016-10-30,BPBH-11,36,9543.24,44133.5,1
2016-10-16,BQBX-87,NA,17121.51,159850.11,0
2016-10-19,BRNM-67,162,44584.02,NA,0
2016-10-25,BTOY-69,102,54987.18,965787.24,0
2016-10-26,BVND-31,64,33994.88,131914.26,1
2016-10-11,BVRT-86,89,19624.5,513846.96,0
2016-10-02,BVZX-93,67,20327.13,488400,1
2016-10-04,BWVK-94,107,17504.13,192340.82,0
2016-15-10,BXCG-45,154,53342.52,785208.06,0
2016-10-12, BZAO-84 ,NA,11824.23,79497.21,1
2016-10-07,BZOC-10,121,44321.09,627602.09,0
2016-10-08,CCGI-58,158,54004.4,494897.85,0
2016-10-13,CDIB-55,87,23996.34,679444.1,0
2016-10-16,CHSM-02,54,13064.22,148152.06,0
2016-10-01,CLKS-21,105,26919.9,398223,0
2016-10-24,CNGK-74,25,6826.25,76948.8,1
