date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2013-10-07,AAAI-1500,144,50407.2,1234798.56,0
2013-10-30,ABFM-90,58,18722.98,296758,1
2013-10-24,ABZO-32,108,33891.48,NA,0
2013-10-14,  ACWI-63  ,59,11713.27,260484,0
2013-10-09,ADAY-83,46,14706.2,129461.4,0
2013-10-01,  AEOJ-42  ,124,44144,1083298.68,0
2013-10-23,  AGNI-54  ,44,14635.28,NA,1
2013-10-22,  AGQV-46  ,137,53295.74,1516170.24,0
2013-10-10,AGZJ-96,47,13636.58,68042.15,0
2013-25-10,AJHZ-77,42,15141.42,346308.93,1
2013-10-03,ALWP-80,34,7358.62,46473.78,0
2013-10-06,ANGH-88,72,40811.04,638725.2,1
2013-10-19,ANTI-83,123,46807.65,NA,0
2013-10-05,ANUA-9100,129,60249.45,549108.14,0
2013-10-16,AOCF-99,126,31569.3,971916.87,0
2013-10-17,AOQS-19,116,41254.24,1756453.88,0
2013-10-11,APQU-61,93,23426.7,483204.44,0
2013-10-03,ARNP-18,51,27043.26,137137.92,1
2013-10-10,ATFU-64,26,4599.92,19650.12,0
2013-10-27,AUWB-47,38,16184.96,42907.68,1
2013-10-28, BBMC-11 ,86,24951.18,239002.19,0
2013-9-10,BETS-11,67,22323.06,135348.4,0
2013-10-07,BGNL-80,63,12392.1,114719.4,0
2013-10-17,BKTH-04,49,15847.58,124509.58,1
2013-10-09,BLZJ-60,149,71245.84,1428160.79,0
2013-10-25,BNEK-88,111,51076.65,962742.3,1
2013-10-09,BOAH-01,121,36153.59,1629563.79,0
2013-10-02,BORR-04,38,9133.68,56786.52,0
2013-10-08,  BPBH-11  ,35,9960.3,55574,1
2013-10-23,BQBX-87,63,9877.77,115640.54,0
2013-8-10,BRNM-67,155,51948.25,3065801.99,0
2013-10-25,BTOY-69,118,45874.86,441728.14,0
2013-10-14,BVND-31,62,27976.26,123058.28,1
2013-10-01,BVRT-86,NA,NA,518136.84,0
2013-10-10,BVZX-93,67,24926.01,278939.4,1
2013-10-30,BWVK-94,106,22214.42,253572.8,0
2013-10-09,BXCG-45,NA,45876.48,NA,0
