date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2013-08-17,AAAI-15,158,48390.66,711362.4,0
2013-08-26,ABFM-90,63,17431.47,283325.28,1
2013-08-14,ABZO-3200,110,42022.2,822606.97,0
2013-08-03, ACWI-6300 ,60,13069.8,220084.08,0
2013-08-17,  ADAY-83  ,50,14922,143252.96,0
2013-08-26,AEOJ-42,133,34770.19,795081.76,0
2013-08-07,AGNI-54,42,12657.54,239271.26,1
2013-08-16,AGQV-46,147,52997.91,1550524.72,0
2013-08-03,AGZJ-96,47,15262.78,77084.64,0
2013-08-20,AJHZ-77,46,14542.44,292662,1
2013-08-09,ALWP-80,27,5654.61,50667.75,0
2013-08-10,  ANGH-88  ,67,30777.79,712995.29,1
2013-08-24,ANTI-83,112,39668.16,406954.7,0
2013-08-11,ANUA-91,140,53047.4,602106.47,0
2013-08-07,AOCF-99,118,35515.64,676972.8,0
2013-08-13,AOQS-19,121,44342.87,1241815.2,0
2013-08-05,APQU-61,95,NA,517190.85,0
2013-08-12,  ARNP-18  ,57,25479,126737.38,1
2013-08-23,ATFU-64,29,6378.84,20808.9,0
2013-08-22,AUWB-47,40,18014,55626,1
2013-08-18,BBMC-11,79,22304.07,245222.88,0
2013-08-08,BETS-11,56,14788.48,65812.08,0
2013-08-04,BGNL-80,58,9536.36,145371.24,0
2013-08-05,BKTH-04,47,16416.16,206125.08,1
2013-08-08,BLZJ-60,155,90220.85,2434075.4,0
2013-08-07,BNEK-88,104,42172,1130755.81,1
2013-08-07,BOAH-01,130,29887,1962248.12,0
2013-08-13,BORR-04,41,6241.02,49007.13,0
2013-08-05,BPBH-11,37,11218.4,40429.65,1
2013-08-12,BQBX-87,64,9360,178411.5,0
2013-08-01,BRNM-67,142,48745.76,1873780.02,0
2013-08-14,BTOY-69,101,46085.29,540617.84,0
2013-08-27,BVND-31,58,26930.56,132992.44,1
2013-08-02,BVRT-86,97,22973.48,528123.96,0
2013-08-28,BVZX-93,69,22562.31,514948.5,1
2013-08-27,BWVK-94,110,21421.4,260671.57,0
2013-08-18,BXCG-45,147,37014.6,609137.83,0
2013-08-27,BZAO-84,31,12761.15,46179.65,1
2013-08-20,CCGI-58,141,57457.5,654951.12,0
2013-08-17,CDIB-55,85,29587.65,414156.18,0
2013-08-04,CHSM-02,56,16779.28,124324.19,0
2013-08-11,CJFP-77,84,14374.08,201935.36,0
2013-08-04,CLKS-21,94,21896.36,447955.11,0
2013-08-12,CNGK-74,24,7815.6,62947.5,1
2013-08-22,COGZ-02,50,9909.5,185797.6,1
2013-08-23,CTKW-58,139,54222.51,612158.96,0
2013-08-11,CUCC-12,28,10324.16,35830.8,1
2013-08-19,CVSM-61,48,14014.08,139980.6,0
2013-08-06,CWVJ-79,99,34843.05,905768.28,0
2013-08-22,CXGP-45,122,26137.28,599109.06,0
2013-08-14,CXMB-63,46,15231.06,113076.53,1
2013-08-05,CZAZ-20,84,40471.2,311945.95,1
2013-08-28,DALN-27,89,32962.93,469587.43,1
2013-08-30, DBJK-96 ,115,35387.8,904950.09,0
2013-08-28,DGFH-17,59,25192.41,112920.67,1
2013-08-21,DGHU-53,96,22430.4,859195.47,0
2013-08-29,DHEN-5500,115,36299.75,922205.7,0
2013-08-29,DJGP-25,130,55923.4,424676.56,0
2013-08-01,DJLH-51,125,30415,544980.04,0
2013-08-03,DLLP-38,76,24557.88,NA,0
2013-08-15,DNYC-17,41,11030.23,80061.93,1
2013-08-05,DSSL-68,127,41429.94,858955.37,0
2013-08-03,DTVV-40,166,62115.54,744936.6,0
2013-08-07,  DUYT-54  ,34,12025.46,32675.36,1
2013-8-8,DVKY-33,48,18862.56,217720.44,1
2013-08-10,DVOS-72,118,46856.62,579752.09,0
2013-08-19,DWCT-33,109,32479.82,624750.1,0
2013-08-06,DWRR-51,99,28146.69,636840.12,1
2013-08-27,DYAC-55,57,17898.57,106920.82,0
2013-08-13,  EABV-83  ,159,46062.3,1598600.64,0
2013-08-12,EADB-29,39,8599.5,79113.24,0
2013-08-10,EFIJ-41,143,63429.08,1125502.56,0
2013-08-12,EIJS-05,105,58970.1,959286.6,1
2013-08-21,EJHQ-70,76,22588.72,243848.34,1
2013-5-8,EKGB-30,42,12466.44,114316.56,1
2013-08-01,EKLL-99,91,37780.47,258030.4,0
2013-08-26,  EMMR-82  ,126,36305.64,729335.88,0
2013-08-19,EOIW-74,150,54310.5,1528541.52,0
2013-08-19,EPFE-78,163,73736.31,877969.4,0
2013-08-27,EQXZ-18,117,30494.88,1120455.92,0
2013-08-22,ESRT-15,144,61346.88,653926.8,0
2013-08-07,ETME-37,50,16467.5,181451.4,1
2013-08-18, ETWL-08 ,70,23074.1,173077.2,1
2013-08-26,EVBZ-97,153,50451.75,1386298.2,0
2013-08-03,EVIB-91,67,15099.79,286777.9,0
2013-08-29,EXQK-17,35,10606.75,88667.64,1
2013-08-05,EXZI-94,45,10944.9,93408.21,1
2013-08-13,EYPW-38,40,10166,NA,0
2013-08-20,FAZF-63,104,24072.88,701378.73,0
2013-08-24,FEFC-80,62,21533.84,368118.55,0
2013-08-09,FEIE-56,166,63881.78,2086830.7,0
2013-08-16,FGAR-76,71,29061.01,284707.28,1
2013-08-07,FGIX-57,144,42145.92,1450726.08,0
2013-08-04,FHRD-18,161,53431.07,2126256.99,0
2013-08-07,FKAF-79,NA,NA,619726.14,0
2013-08-27,FORU-75,43,17826.08,129461.59,1
2013-08-18,FOZM-21,63,20912.85,495460.34,1
2013-08-14,FSCQ-90,98,27510.56,862660.08,0
2013-08-26, FTIC-42 ,125,36858.75,1412907.86,0
2013-08-16,FURT-83,126,30068.64,1513082.91,0
2013-08-17,FVHQ-72,126,57621.06,699234.91,0
2013-08-30,FWNA-66,132,47259.96,640428.49,0
2013-08-22,FWSF-6400,40,11101.6,88272.62,1
2013-08-20,FWXY-88,80,19872.8,429027.84,0
2013-08-20,FYQD-98,36,13725.72,97840.34,1
2013-08-23,FZLO-08,63,29790.18,178746,1
2013-08-04,GADO-05,61,11713.22,154962.28,0
2013-08-30,GAHZ-3600,113,20490.29,646407.08,0
2013-08-15,GAWB-9200,118,28302.3,694346.49,0
2013-08-13,  GBKF-37  ,150,45699,NA,0
2013-21-8,GBMI-21,68,28591.28,310168.98,1
2013-08-29,GGGM-0300,88,46071.52,311276.23,1
2013-08-24,GGQL-80,80,28234.4,511566.36,0
2013-08-19,GHDP-86,30,11699.1,53003.28,1
2013-08-10,GHOU-19,93,40632.63,1135212.5,1
2013-08-23,  GIKU-22  ,NA,NA,662486.11,0
2013-08-25,GINQ-80,59,14813.72,226767.9,0
2013-08-27,GJGZ-66,125,37536.25,379784.16,0
2013-08-09,GJTF-49,35,14401.1,171097.28,1
2013-08-07,GKBW-36,67,24696.2,299709.9,1
2013-08-03,GKIO-18,NA,NA,591021.99,0
2013-08-10,GKKA-31,142,43836.82,706050.31,0
2013-08-04,GNDC-01,70,29722,327495.52,1
2013-08-03,GNHW-68,36,14397.48,33608.96,1
2013-08-24,GPEI-90,56,16790.48,177359.28,1
2013-08-12,GQNG-17,79,25650.51,980119.5,0
2013-25-8,GQTY-01,124,38220.52,968649,0
2013-08-14,GSPM-38,171,43767.45,1147755.56,0
2013-08-21,GWCM-39,67,20292.96,820738.38,1
2013-08-07,GWVB-8400,105,35015.4,1175190.25,0
2013-08-29,GXUL-07,40,11739.6,113458.2,1
2013-08-15,HESF-31,103,26939.65,795390.13,0
2013-08-22,HEWB-45,50,14951.5,226977.3,1
