date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2018-11-29,AAAI-15,152,60651.04,2519353.95,0
2018-11-14,ABFM-90,64,NA,454325.4,1
2018-11-29,  ABZO-32  ,109,36849.63,1076642.6,0
2018-11-08,  ACWI-63  ,NA,NA,526317.52,0
2018-11-17,ADAY-83,48,8272.32,180648.15,0
2018-11-24,AEOJ-42,126,42066.36,702265.7,0
2018-11-19,AGNI-54,45,13510.8,251476.84,1
2018-11-04,AGQV-46,149,48448.84,2783146.44,0
2018-11-20,AGZJ-96,55,17251.85,105992.64,0
2018-11-07,AJHZ-77,48,15072.48,NA,1
2018-11-07,AJMB-61,84,17540.04,553014.36,1
2018-11-29,ALWP-80,32,7478.4,42828.71,0
2018-11-16,ANGH-88,76,30222.16,297452.68,1
2018-11-07,ANTI-83,112,54384.96,473309.19,0
2018-11-18,ANUA-91,132,46255.44,708093.52,0
2018-11-11,AOCF-9900,117,17831.97,984580.48,0
2018-11-29,AOQS-19,126,39269.16,803255.1,0
2018-11-05, APQU-61 ,107,20582.52,539636.16,0
2018-11-28,AQXG-43,NA,NA,1190421.6,0
2018-11-29,ARNP-18,53,21300.17,99895.8,1
2018-11-23, ATFU-64 ,26,1948.18,18082.26,0
2018-11-26,AUWB-4700,46,13020.3,44751.2,1
2018-11-07,BBMC-11,83,39747.04,287112.12,0
2018-11-23,BETS-11,63,32931.36,57209.46,0
2018-11-16,BGNL-80,62,10262.86,135575.04,0
2018-11-02,BKTH-04,54,24687.72,364363.42,1
2018-11-01,BLZJ-60,144,69255.36,1343478.6,0
2018-16-11,BNEK-88,122,63113.04,1590775.2,1
2018-11-23,BOAH-01,113,31896.51,1229741.09,0
2018-11-01,BORR-04,41,5888.42,42864.61,0
2018-11-23,BPBH-11,34,11942.5,40809.89,1
2018-18-11, BQBX-87 ,59,11978.77,130158.6,0
2018-11-23,BRNM-67,174,71181.66,1833348,0
2018-11-10,BTOY-69,109,44747.77,995587.2,0
2018-11-07,BVND-31,64,30951.68,103623.52,1
2018-11-03,BVRT-86,94,25062.28,585107.12,0
2018-11-22,BVZX-9300,75,21228.75,658577.86,1
2018-11-20,BWVK-94,105,22089.9,239707.16,0
2018-11-12,BXCG-45,143,40326,777504.35,0
2018-11-02,BZAO-84,29,8574.14,96824.7,1
2018-11-20,BZOC-10,125,61025,1123462.08,0
2018-11-11,CCGI-58,146,42199.84,450782.26,0
2018-11-17,CDIB-55,90,25919.1,845914.26,0
2018-11-21,CHSM-02,49,11117.12,118496.35,0
2018-5-11,CLKS-21,101,21071.63,578665.5,0
2018-11-15,CNGK-74,25,6522.75,45168.51,1
2018-11-03,COGZ-0200,53,8939.51,157592.82,1
2018-11-16,CTKW-58,146,42496.22,893477.57,0
2018-11-20,CUCC-12,26,8010.6,39268.6,1
2018-11-01,CVSM-61,44,19934.64,114153.76,0
2018-11-01,CWVJ-79,103,31622.03,696643.32,0
2018-11-08, CZAZ-20 ,84,13387.92,393709.86,1
2018-11-01,DALN-27,83,23803.57,1223463.24,1
2018-11-07,DBJK-96,139,50803.11,1198179.95,0
2018-11-25,DGFH-17,55,20829.6,446597.27,1
2018-11-18,DGHU-53,100,24181,1238358.55,0
2018-11-08,DHEN-55,111,22812.72,553634.29,0
2018-11-28,DJGP-25,135,62962.65,NA,0
2018-11-07,DJLH-51,115,30522.15,1003819.6,0
2018-11-10, DLLP-38 ,85,20598.05,130560.72,0
2018-11-15,DNYC-17,32,12197.12,77011.56,1
2018-11-12,DRHS-49,134,55788.22,1147128.04,0
2018-11-10,DSSL-68,145,45572.05,1302136.29,0
2018-11-29,DTVV-40,147,59376.24,1067986.92,0
2018-11-15,DUYT-54,34,13690.44,34656,1
2018-11-21, DVOS-72 ,120,53595.6,730633.6,0
2018-11-04,DWCT-33,110,39869.5,742567.98,0
2018-11-16,DWRR-51,102,28138.74,1646407.1,1
2018-13-11,DYAC-55,51,11129.22,125478.72,0
2018-11-15,EABV-83,148,84126.16,650650.45,0
2018-11-26,EADB-29,40,7530.4,49062.75,0
2018-11-19,EALM-41,178,34307.72,1722547.56,0
2018-11-28, EFIJ-41 ,143,46881.12,2407749.2,0
2018-11-05,EGEJ-42,41,14581.65,159714.91,0
2018-11-04,EIJS-05,100,73423,NA,1
2018-11-20,EJHQ-70,NA,NA,303954.42,1
2018-11-04,EKGB-30,37,5728.34,NA,1
2018-11-08,EKLL-99,84,35651.28,242631.63,0
2018-11-23,EMMR-82,129,55164.27,1030249.2,0
2018-11-13,EOIW-74,138,65412,2002762.26,0
2018-11-27,EPFE-78,144,57077.28,840427.79,0
2018-11-05,EQXZ-18,115,29647,1136598.53,0
2018-11-01,ESRT-15,129,66148.62,1184824.35,0
2018-8-11,ETWL-08,62,17405.26,182416.8,1
2018-11-28,EVBZ-97,148,51370.8,1065195.52,0
2018-11-11,EVIB-9100,70,16303,335679.3,0
2018-11-08,EXQK-1700,33,10496.31,126341.1,1
2018-11-19,EXZI-94,42,17106.6,133300.2,1
2018-11-06,EYPW-38,32,9371.84,47281.02,0
2018-11-01,EZIB-95,81,21478.77,347361.12,1
2018-11-14,FAZF-63,116,32447.52,687682.24,0
2018-11-22,FEFC-8000,58,22165.86,205878.75,0
2018-11-19, FEIE-56 ,161,43114.19,3292550.4,0
2018-11-21,FGAR-76,65,18475.6,282018.7,1
2018-11-24,  FGIX-57  ,152,25143.84,1058612.31,0
2018-11-06,FHRD-18,139,59418.33,2705668.19,0
2018-11-03,FKAF-79,113,62974.9,326653.17,0
2018-11-06, FORU-75 ,51,11911.56,194464.7,1
2018-11-20,FOZM-21,62,10436.46,834410,1
2018-11-11,FRJA-10,71,18009.15,307664.74,1
2018-11-17,FRVM-45,NA,8372.58,348992.16,0
2018-13-11,FSCQ-90,98,17171.56,825823.94,0
2018-11-14,FTIC-42,133,64326.78,1376444.55,0
2018-11-02,FVHQ-72,142,99759.26,944523.72,0
2018-11-01, FWNA-66 ,126,51954.84,1192180.15,0
2018-11-07,FWSF-64,36,8670.96,57420.44,1
2018-11-02,FWXY-88,76,18331.2,357065.52,0
2018-11-02,FYQD-9800,38,13362.7,76639.68,1
2018-16-11,FZLO-08,62,28144.9,282076.2,1
2018-4-11,  GADO-05  ,62,20267.8,120973.84,0
2018-11-15,GAWB-92,101,26515.53,651903.3,0
2018-11-24,GBKF-37,163,37690.49,3016465.92,0
2018-11-28,GBMI-21,59,14508.69,483613.08,1
2018-11-18,GGGM-03,89,47148.64,NA,1
2018-11-18,GGQL-80,90,23697.9,356232.68,0
2018-11-21,GHDP-86,31,12906.85,71155.24,1
2018-11-20,GHOU-19,94,52843.04,800068.2,1
2018-11-28,GIKU-22,102,18859.8,447706.96,0
2018-11-29,GINQ-80,NA,NA,458599.68,0
2018-11-29,GJGZ-66,125,34167.5,468765,0
2018-11-12,GJTF-49,35,15760.5,418604.56,1
2018-11-22,GKBW-36,73,32525.15,256402.86,1
2018-11-02,GKIO-18,120,57996,628500.06,0
2018-11-20,GKKA-31,151,58296.57,782252.8,0
2018-11-16,GNDC-01,65,22613.5,287243.55,1
2018-11-22,GNHW-6800,35,9166.85,42745.3,1
2018-11-10,GORH-15,161,35724.29,1595076.34,0
2018-2-11,GPEI-90,57,18241.71,97031.89,1
2018-25-11,GQNG-17,79,22071.02,482195.28,0
2018-11-13,GQTY-01,125,59240,1183894.9,0
2018-11-18,GSPM-38,168,44111.76,1928852.55,0
2018-11-04,GWCM-39,69,22022.73,440448.32,1
2018-11-26,GWVB-84,112,48777.12,545365.94,0
2018-11-24,GXUL-07,37,9259.25,78787.66,1
2018-11-08,HESF-31,109,35663.71,549062.76,0
2018-11-27, HEWB-45 ,47,13197.13,314468.11,1
2018-11-24,HJUU-82,130,35089.6,867015.88,0
2018-11-02,HKYA-83,121,24631.97,NA,0
2018-11-12,HLPO-48,129,46848.93,917058.55,0
2018-11-02,HLPW-01,134,34191.44,417159.33,0
2018-11-02,HMHC-72,131,43235.24,NA,0
2018-11-19,HNRD-42,137,48073.3,2076473.63,0
2018-11-11,HRBW-69,155,45317.35,NA,0
2018-11-23,HSCY-26,144,45436.32,781790.72,0
2018-11-10,HSFT-11,90,16773.3,485669.86,0
2018-11-20,HTAK-79,30,5122.8,62595.2,1
2018-11-26,HTJN-49,57,12420.3,190267,1
2018-11-19,HTJY-48,63,20384.91,NA,1
2018-11-12,HUMW-75,139,40822.91,1704035.76,0
2018-11-28, HVAU-63 ,NA,NA,109019.08,0
2018-27-11,HYQS-89,62,21385.66,137734.6,0
2018-11-18,HZQK-54,82,19922.72,288954.84,0
2018-11-05,HZWL-46,113,26899.65,1285610.3,0
2018-11-19,IBPI-71,125,58825,832476.8,0
2018-11-27, IEVL-29 ,90,21808.8,334340.16,0
2018-11-29, IFEF-82 ,79,21571.74,153864.71,1
2018-11-02,IFFS-46,136,34767.04,1375522.72,0
2018-11-29,IGUI-59,32,12342.08,57353.67,1
2018-11-22,IHVQ-18,104,50312.08,915735.4,1
2018-11-21,IJTA-78,124,37903.08,908933.13,0
2018-11-20,ILGL-89,114,33293.7,775900.94,0
2018-11-05,IPLT-71,140,47300.4,684170.12,0
2018-11-15,IQFC-40,145,31849.25,623394.09,0
2018-11-28,IQIV-28,161,42251.23,636242.77,0
2018-11-22,IRMF-3800,47,13944.9,723437.73,1
2018-11-06,IRQR-89,100,34936,992994.17,0
2018-11-08,ITZA-04,95,46825.5,788642.14,1
2018-11-21,IVNI-46,56,15564.64,98740.84,1
2018-11-02,IWEI-53,117,27589.77,1425216.6,0
2018-11-08,IWOZ-83,145,37668.1,1775187.3,0
2018-11-11,IXKO-13,152,58313.28,1217305.98,0
2018-11-23,IYNL-07,108,14164.2,233073.59,0
2018-11-27,IZDU-98,130,48582.3,1917677.36,0
2018-11-10,IZOR-96,119,22532.65,709927.2,0
2018-11-23,JHSO-64,88,23588.4,493046.4,1
2018-11-22,  JIUP-65  ,116,44133.36,249940.6,0
2018-11-05,JOPU-74,87,14795.22,761287.8,0
2018-11-15, JQQI-39 ,70,29677.2,1087042.88,1
2018-11-15,JRHU-90,67,27332.65,NA,1
2018-11-25,JRLK-29,115,30555.5,572143.5,0
2018-11-15,JTOY-20,81,32956.47,431395.38,0
2018-11-09,JUJT-43,117,43905.42,1432710,0
2018-11-04,JXVC-04,83,15415.59,272168.82,0
2018-11-02,JYDY-26,110,21842.7,556523.46,0
2018-11-12, JYWM-78 ,44,19397.4,88034.32,1
2018-11-14,KALY-35,91,34477.17,405146.64,0
2018-11-14,KBGA-72,115,36632.1,627913.95,0
2018-11-04,KDES-16,104,21508.24,895284.08,0
2018-11-07, KEJO-66 ,155,76790.1,4459373.4,0
2018-11-02,KGGV-64,94,13758.78,263151.36,0
2018-11-27,KIZI-33,117,34360.56,NA,0
2018-11-19,KMBZ-40,140,25944.8,1779448.98,0
2018-11-17,KODA-55,57,19541.88,121794,1
2018-11-19,KOEV-74,101,33807.73,474939.36,0
2018-11-21,KQPP-50,80,NA,322546.98,1
2018-11-19,KSMB-93,102,49267.02,740283,0
2018-11-12,KTEW-16,131,46405.44,1284082.41,0
2018-11-10,KWMZ-65,31,7046.3,88627.99,1
2018-11-13,KXHI-31,84,40547.64,731972.85,1
2018-10-11,KYFQ-93,134,41881.7,998838.42,0
