date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2018-12-25,AAAI-15,147,54897.15,2413453.15,0
2018-12-20,  ABFM-90  ,58,21175.22,451755.99,1
2018-12-22,ABZO-32,114,36377.4,923192.52,0
2018-12-20,ACWI-63,60,8245.8,447362.8,0
2018-12-02,ADAY-83,46,11956.32,196096.16,0
2018-12-29,AEOJ-42,128,44679.68,724184.19,0
2018-12-06,AGNI-54,43,12328.1,140024.86,1
2018-12-24,  AGQV-46  ,155,44469.5,1978254.72,0
2018-12-26,AGZJ-96,47,14771.63,117918.9,0
2018-12-29,AJHZ-77,43,14807.91,519562.64,1
2018-12-21,AJMB-61,93,19269.6,577068.3,1
2018-12-30,ALWP-80,30,6582.9,61520.48,0
2018-12-30,ANGH-88,72,32718.24,313845.32,1
2018-12-14,ANTI-83,116,57752.92,NA,0
2018-12-21,ANUA-91,134,46703.02,593731.99,0
2018-12-16,AOCF-99,120,28711.2,752012.1,0
2018-12-12,AOQS-19,126,47061,880027.2,0
2018-12-07,APQU-61,99,22265.1,474562.2,0
2018-12-21,AQXG-43,139,42208.74,1350217.4,0
2018-12-25, ARNP-18 ,56,32930.24,86817.99,1
2018-12-06,ATFU-64,27,2425.41,23235.8,0
2018-12-22, AUWB-47 ,37,9839.78,72844.72,1
2018-12-26,BBMC-11,69,41326.86,555807.56,0
2018-12-12,BETS-11,61,37730.33,78365.21,0
2018-12-08,BGNL-80,59,9038.8,193698.45,0
2018-12-24,BKTH-04,41,16551.29,428203.6,1
2018-12-21,BLZJ-60,159,91545.84,1062624.8,0
2018-12-19,BNEK-88,110,64418.2,2344365.8,1
2018-12-26,BOAH-01,126,29777.58,1144638,0
2018-12-17,BORR-04,38,5041.46,49742.04,0
2018-12-01,BPBH-11,35,12529.3,43512,1
2018-12-25,BQBX-87,61,17188.58,117032.56,0
2018-12-30,BRNM-67,187,54770.43,2528588.38,0
2018-12-11,BTOY-69,99,44832.15,902066.48,0
2018-12-14,BVND-31,59,29856.95,150498.48,1
2018-12-19,BVRT-86,95,20658.7,439907.14,0
2018-12-22,BVZX-93,76,18551.6,962491,1
2018-12-20,BWVK-94,105,17406.9,176137.36,0
2018-4-12,BXCG-45,156,54203.76,593934.88,0
2018-12-27,BZAO-8400,30,9217.8,80504.4,1
2018-12-24,BZOC-10,124,57547.16,754762.4,0
2018-12-29,CCGI-58,156,38354.16,545848.92,0
2018-12-04,CDIB-55,NA,NA,449456.32,0
