date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2013-11-06,AAAI-1500,NA,NA,892282.65,0
2013-11-01,ABFM-90,61,21449.43,354690.88,1
2013-11-01,ABZO-32,119,47113.29,793151.37,0
2013-11-17,ACWI-63,65,16127.15,173803.41,0
2013-11-05,ADAY-83,49,14750.96,92464.32,0
2013-11-23, AEOJ-42 ,112,39738.72,866508.84,0
2013-11-03,AGNI-54,48,17865.6,282130.81,1
2013-11-11,AGQV-46,148,57514.28,1426109.94,0
2013-11-06,AGZJ-96,48,17292,97285.71,0
2013-11-06,AJHZ-77,45,12837.6,226183.03,1
2013-11-27,AJMB-61,82,31235.44,452269.16,1
2013-11-20,ALWP-80,30,6677.1,54688.02,0
2013-11-20,ANGH-8800,75,33619.5,769079.84,1
2013-11-19,ANTI-83,117,48394.71,375785.41,0
2013-11-05,ANUA-91,NA,NA,417617.03,0
2013-11-10,AOCF-99,126,39459.42,913015.56,0
2013-11-14,AOQS-19,119,36991.15,923722.9,0
2013-11-29,APQU-61,101,24693.49,379485.07,0
2013-11-22,  ARNP-1800  ,55,23513.05,119327.94,1
2013-29-11,ATFU-64,26,5074.68,23725.88,0
2013-11-27,AUWB-47,34,13216.14,68870.21,1
2013-11-12,BBMC-11,75,29165.25,352678.26,0
2013-11-11, BETS-11 ,64,20360.32,147777.63,0
2013-11-16,BGNL-80,73,12454.53,170319.18,0
2013-11-23,BKTH-04,53,20843.84,175415.24,1
2013-17-11,BLZJ-60,171,101700.54,1690660.24,0
2013-11-05,BNEK-88,104,41403.44,872640,1
2013-11-09,BOAH-01,102,26871.9,1413402.19,0
2013-11-10,BORR-04,37,7378.17,47019.28,0
2013-11-16,BPBH-11,33,9678.57,55583.75,1
2013-11-13,BQBX-87,60,9251.4,139720.55,0
2013-11-14,BRNM-67,175,59599.75,1979863.2,0
2013-11-23,BTOY-69,112,65027.2,745303.2,0
2013-24-11,BVND-31,67,30487.68,184292.86,1
2013-11-10,BVRT-86,105,26680.5,540966.51,0
2013-11-20,BVZX-93,72,25688.16,318400.5,1
2013-11-21,BWVK-94,107,24799.39,403403.65,0
2013-11-14,BXCG-45,149,50636.16,706542.03,0
2013-11-25,BZAO-84,33,9285.87,67551,1
2013-11-04,CCGI-58,144,63362.88,969699.2,0
2013-11-27,CDIB-5500,98,34671.42,656583.18,0
2013-11-29,CHSM-02,55,13807.2,NA,0
2013-11-09,CJFP-77,89,17570.38,309578.88,0
2013-11-26,CLKS-21,115,29698.75,390165,0
2013-11-17,CNGK-7400,28,7059.92,70753.44,1
2013-15-11,COGZ-02,51,11645.34,232091.4,1
2013-11-25,CTKW-5800,132,51230.52,763558.74,0
2013-11-02,CUCC-12,29,9023.93,24300.88,1
2013-11-28,CVSM-61,42,13912.92,126184.76,0
2013-11-12,CWVJ-79,128,36007.68,824735.52,0
2013-11-22,CXGP-45,110,28135.8,797064.84,0
2013-11-06,CXMB-63,48,13977.6,111567.52,1
2013-11-24,CZAZ-20,81,27275.94,292528.65,1
2013-11-05,DALN-27,89,42011.56,824879.44,1
2013-11-09,DBJK-96,133,44390.08,1080178.11,0
2013-11-18,DGFH-1700,55,21987.9,265623.04,1
2013-11-22,DGHU-53,101,27077.09,931676.16,0
2013-11-26,DHEN-55,124,40787.32,625584.96,0
2013-11-06,DJGP-25,123,54215.94,660882.95,0
2013-11-15,DJLH-51,122,29093.34,833796,0
2013-11-20,  DLLP-38  ,80,26824,217662.34,0
2013-11-13,DNYC-17,34,10519.26,76036.25,1
2013-11-05,DSSL-68,158,51812.94,885158.19,0
2013-11-03,DTVV-40,133,39413.22,554535.3,0
2013-11-11,DUYT-54,32,10601.6,22112.86,1
2013-11-27,DVKY-33,50,23345.5,116117.47,1
2013-11-14,DVOS-72,93,36619.68,406658.85,0
2013-11-22,DWCT-33,125,37716.25,1013433.82,0
2013-11-22,DWRR-51,93,23894.49,717072.85,1
2013-11-03,DYAC-55,56,18157.44,134910.36,0
2013-28-11,  EABV-83  ,166,62103.92,1056672.54,0
2013-11-10,EADB-29,39,9717.24,84089.14,0
2013-11-17,EFIJ-41,138,53187.96,1189397.01,0
2013-11-21,EGEJ-42,37,10533.53,113558.69,0
2013-11-17,EIJS-05,105,67150.65,915158.75,1
2013-11-18,EJHQ-70,70,18739.7,250752.12,1
2013-11-06, EKGB-30 ,37,9835.34,91356.6,1
2013-15-11, EKLL-99 ,98,41055.14,358626.25,0
2013-11-21,EMMR-82,135,39640.05,637920.25,0
2013-11-06,EOIW-74,142,55949.42,2099901.51,0
2013-11-22,EPFE-78,139,56511.84,763137.77,0
2013-11-07,EQXZ-18,NA,NA,1008650.25,0
2013-11-17,ESRT-15,134,65357.16,709689.6,0
2013-11-29,ETME-37,46,13252.6,137926.2,1
2013-11-07,ETWL-08,61,15921,129185.28,1
2013-11-14,EVBZ-97,153,50825.07,1746367.36,0
2013-11-27,EVIB-91,65,16558.75,369518.4,0
2013-11-12,EXQK-17,31,8642.18,82893.07,1
2013-11-23,EXZI-94,41,12047.03,79677.29,1
2013-11-16,EYPW-38,37,9163.42,98634.84,0
2013-11-20,FAZF-63,118,25106.86,679500.5,0
2013-11-03,FEFC-80,65,22766.9,268681.21,0
2013-11-25,FEIE-56,159,46038.45,2475771.06,0
2013-11-28,FGAR-76,73,31822.16,345118.36,1
2013-11-11,FGIX-57,136,34943.84,1232055.08,0
2013-11-28,FHRD-18,NA,NA,2846072.32,0
2013-11-18, FKAF-79 ,115,NA,761820.66,0
2013-11-17,FORU-75,48,17967.84,189149.6,1
2013-11-05,FOZM-21,65,17909.45,436852.24,1
2013-11-14,FSCQ-90,104,29849.04,571436.81,0
2013-11-26, FTIC-42 ,132,44148.72,1415412.18,0
2013-11-12,FURT-83,131,35018.92,NA,0
2013-11-09,FVHQ-72,141,67608.09,604147.04,0
2013-11-04,FWNA-66,124,49007.28,1120413.45,0
2013-23-11,FWSF-64,34,10888.5,66538.8,1
2013-11-14,FWXY-88,72,20810.16,510670.32,0
2013-11-21, FYQD-98 ,39,10884.51,78817.07,1
2013-14-11, FZLO-08 ,72,31230,116020.52,1
2013-11-21, GADO-05 ,57,13679.43,201613.94,0
2013-11-14,GAHZ-36,116,23379.8,831159,0
2013-11-21,GAWB-92,115,24986.05,602471.17,0
2013-11-01,  GBKF-37  ,151,42408.35,1642167.59,0
2013-11-12,GBMI-21,65,25084.8,387435.52,1
2013-11-14, GGGM-03 ,79,29645.54,162952.52,1
2013-11-29,GGQL-80,87,32332.68,341553.94,0
2013-11-22,GHDP-86,33,12184.26,104543.9,1
2013-11-08,GHOU-19,88,NA,1252342.08,1
2013-11-05,GIKU-22,106,38568.1,744435,0
2013-11-04,GINQ-80,59,18705.36,143504.37,0
2013-11-06,GJGZ-66,122,29827.78,455230.76,0
2013-11-22, GJTF-49 ,43,14229.13,128592,1
2013-11-23,GKBW-36,72,23626.8,324503.04,1
2013-11-24,GKIO-18,127,46252.13,559653.6,0
2013-11-06,GKKA-31,117,35131.59,839453.4,0
2013-11-22,GNDC-01,72,24513.12,497833.44,1
2013-11-17,  GNHW-68  ,34,12064.9,43049.61,1
2013-11-08,GPEI-90,52,15173.6,239556.68,1
2013-11-22,GQNG-17,84,24684.24,705750.65,0
2013-11-04,GQTY-01,139,40565.76,1872053.82,0
2013-11-25,GSPM-38,174,40545.48,1438443.54,0
2013-11-16,GWCM-39,71,24578.78,477388.16,1
