date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2017-02-18,AAAI-15,143,55641.3,1449005.48,0
2017-02-08,ABFM-90,63,20340.81,610962.87,1
2017-02-23,ABZO-32,111,42554.07,1458467.86,0
2017-02-21,ACWI-63,NA,NA,346941.32,0
2017-02-14,ADAY-83,50,10728.5,192169.6,0
2017-02-05,AEOJ-42,119,45466.33,657395.43,0
2017-02-22,AGNI-54,45,18504.9,172102.14,1
2017-9-2,AGQV-46,143,55930.16,1215635.46,0
2017-02-18,AGZJ-96,54,21699.36,171820.95,0
2017-02-09,AJHZ-77,44,NA,421367,1
2017-02-21,AJMB-61,76,13911.8,856869.6,1
2017-02-17,ALWP-80,30,7686.3,70335.1,0
2017-02-26,ANGH-88,70,35371.7,355967.85,1
2017-02-10,ANTI-83,124,53013.72,499796.88,0
2017-02-09,  ANUA-91  ,138,53080.32,494799.98,0
2017-02-07,AOCF-99,120,28216.8,788029.11,0
2017-02-18,AOQS-19,136,49165.36,1141288.75,0
2017-10-2,APQU-61,106,18184.3,659300,0
2017-02-21,AQXG-43,148,61898.04,1126018.8,0
2017-02-04,ARNP-18,52,28402.4,155260.08,1
2017-02-04,ATFU-64,26,3257.8,22850.04,0
2017-02-12,AUWB-47,40,10500,64765.24,1
2017-02-20,BBMC-11,75,37224.75,264248.5,0
2017-02-14,BETS-11,61,28779.8,81262.02,0
2017-02-21,BGNL-80,59,7682.98,157224.5,0
2017-02-05,BKTH-04,52,25078.56,269038.92,1
2017-02-21,BLZJ-60,163,105182.27,1957253.84,0
2017-02-01,BNEK-88,108,50794.56,1603384.8,1
2017-19-2,BOAH-01,114,42094.5,1365984.62,0
2017-02-03,BORR-04,41,5600.19,23614.38,0
2017-02-16,BPBH-1100,36,11908.8,68647.64,1
2017-14-2,BQBX-87,63,16463.16,175227.28,0
2017-02-05,BRNM-67,157,51167.87,1944757.98,0
2017-02-21, BTOY-69 ,95,47578.85,663631.65,0
2017-02-08,BVND-31,61,34109.37,162018.36,1
2017-02-17,BVRT-86,91,25572.82,394380.21,0
2017-02-09,BVZX-93,74,28723.1,566464.86,1
2017-02-23,BWVK-94,108,17731.44,241801.56,0
2017-02-13,BXCG-45,154,48249.74,745798.2,0
2017-02-18,BZAO-84,29,8531.8,68483.17,1
2017-1-2,  BZOC-10  ,117,48939.93,860789.16,0
2017-02-14,CCGI-58,145,54257.55,556118.18,0
2017-02-15,CDIB-55,99,22984.83,402639.9,0
2017-26-2, CHSM-02 ,51,13259.49,180900,0
2017-02-15, CLKS-21 ,109,24688.5,490257.76,0
2017-02-19, CNGK-74 ,26,6613.1,62702.64,1
2017-02-26,COGZ-02,58,11344.22,109156.29,1
2017-02-23,CTKW-58,130,50065.6,1437804.56,0
2017-02-14,CUCC-12,28,8327.2,65521.62,1
2017-02-16,CVSM-61,44,17977.52,189385.52,0
2017-02-05,CWVJ-79,114,30124.5,768217.8,0
2017-02-02,CZAZ-20,81,14844.87,284483.16,1
2017-02-04,DALN-27,96,27945.6,982026.06,1
2017-02-18,DBJK-96,132,44754.6,NA,0
2017-02-05,DGFH-17,53,18487.46,195277.44,1
2017-02-23,  DGHU-53  ,99,34918.29,NA,0
2017-02-19,DHEN-55,116,24579.24,960392.26,0
2017-02-12,DJGP-25,129,67473.45,429107.31,0
2017-02-10,DJLH-51,128,36264.96,999558.35,0
2017-02-17,DLLP-38,80,23148.8,172902.25,0
2017-02-25,DNYC-17,37,9355.82,54790.45,1
2017-02-17,DRHS-49,127,38957.25,1025029.43,0
2017-02-01,DSSL-68,145,58029,844766.56,0
2017-02-05,DTVV-40,145,40047.55,585614.32,0
2017-02-16,  DUYT-54  ,28,12106.92,33154.24,1
2017-02-10,DVKY-33,46,NA,101924.76,1
2017-7-2,DVOS-72,111,39341.73,620995.92,0
2017-02-23,  DWCT-33  ,110,31568.9,806520,0
2017-02-24,DWRR-51,86,23293.96,1039206,1
2017-02-04,DYAC-55,52,12552.8,117729.7,0
2017-02-01,EABV-83,152,97909.28,934606.97,0
