date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2013-12-5,AAAI-15,151,55780.91,1356695.56,0
2013-05-18,ABFM-90,61,21332.92,322539.32,1
2013-05-06,ABZO-32,113,44239.5,875751.28,0
2013-05-23,ACWI-63,65,16643.9,219840.27,0
2013-05-10,ADAY-83,50,13864.5,155286.74,0
2013-7-5,AEOJ-42,112,36896.16,1210433.4,0
2013-05-26,AGNI-54,50,12555.5,253222.26,1
2013-05-10,AGQV-46,146,69377.74,1703235.1,0
2013-05-05,AGZJ-96,47,13174.57,105562.8,0
2013-05-22,AJHZ-77,44,13428.8,392062.36,1
2013-05-07,ALWP-80,34,6849.3,50691.9,0
2013-05-21,ANGH-88,68,33977.56,693861.5,1
2013-05-17,ANTI-83,126,42892.92,422734.03,0
2013-05-23,ANUA-91,154,57137.08,527472.57,0
2013-05-14,AOCF-99,125,37307.5,760711.68,0
2013-05-13,AOQS-19,134,40059.3,1410391.51,0
2013-05-22,APQU-61,91,19995.43,386110.2,0
2013-05-20,ARNP-18,53,25603.24,196049.04,1
2013-05-29,ATFU-64,28,4161.08,NA,0
2013-11-5,AUWB-47,40,17124.8,73131.24,1
2013-05-19,BBMC-11,75,25107.75,477253.38,0
2013-05-15,BETS-1100,64,19574.4,96105,0
2013-05-13,BGNL-80,62,12136.5,166663.2,0
2013-05-19,BKTH-04,46,13243.4,202694.88,1
2013-05-08,BLZJ-60,143,65601.25,1810004.48,0
2013-05-25,BNEK-88,106,54294.26,1127757.6,1
2013-05-21,BOAH-01,116,35789.48,1231576.95,0
2013-05-23,BORR-04,37,7203.16,35296.28,0
2013-05-02,BPBH-11,39,12851.28,54694.36,1
2013-05-14,BQBX-87,70,11948.3,204508.2,0
2013-05-05,BRNM-67,160,51700.8,2274615.52,0
2013-05-21,BTOY-69,98,46508.84,658679.07,0
2013-05-25, BVND-31 ,58,32301.94,NA,1
2013-05-26,BVRT-86,105,22611.75,779538.67,0
2013-05-12,BVZX-93,70,22796.2,249261.12,1
2013-05-14,BWVK-94,93,20120.55,453762.8,0
2013-05-08,BXCG-45,152,42903.52,618849,0
2013-05-20,BZAO-84,30,11921.1,45365.8,1
2013-05-08,CCGI-58,139,50231.82,386009.4,0
2013-05-12,CDIB-55,104,40175.2,661051.08,0
2013-05-13,CHSM-02,51,12228.27,91573.16,0
2013-05-01,CJFP-7700,88,16845.84,338584.12,0
2013-05-17,CLKS-21,92,22960.44,450973.8,0
2013-05-20,CNGK-74,26,7873.06,47980.23,1
2013-05-25,COGZ-02,NA,NA,215287.66,1
2013-05-23,CTKW-58,148,57737.76,894762.18,0
2013-05-02,CUCC-12,31,11157.83,42748.16,1
2013-05-13,CVSM-61,45,13486.5,118190.7,0
2013-05-17,CWVJ-79,112,29472.8,788484.48,0
2013-05-24,  CXGP-4500  ,117,28462.59,593969.3,0
2013-05-05,CXMB-63,52,19395.48,100588.18,1
2013-05-23,CZAZ-20,92,41240.84,272271.45,1
2013-05-18,DALN-27,90,42026.4,512069.75,1
2013-05-15,DBJK-96,129,48003.48,852356.82,0
2013-05-29,DGFH-17,63,24995.88,228526.74,1
2013-05-07,DGHU-5300,103,23795.06,664182.22,0
2013-05-28,DHEN-55,112,NA,917574,0
2013-05-23,DJGP-25,130,51060.1,503831.84,0
2013-05-15,DJLH-51,121,37675.77,897995.16,0
2013-05-20,DLLP-38,82,23687.34,240782.06,0
2013-05-29,DNYC-17,36,10193.76,79387.84,1
2013-05-04,DSSL-68,160,54347.2,935982.44,0
2013-05-06,DTVV-40,133,48336.19,854885.92,0
2013-05-01,DUYT-54,32,11163.84,33087.2,1
2013-05-01,  DVKY-33  ,52,22535.76,109463.4,1
2013-05-28,DVOS-72,111,44761.86,461695.25,0
2013-05-23,DWCT-33,116,21759.28,688926.7,0
2013-05-12,  DWRR-51  ,96,34384.32,652094.16,1
2013-05-18,DYAC-55,53,15183.44,84008.59,0
2013-05-27,EABV-83,173,83405.03,1527117.54,0
2013-05-30,EADB-29,37,9478.66,88235.62,0
2013-05-15,EFIJ-41,139,53836.09,1120555.6,0
2013-22-5,EIJS-05,95,35960.35,NA,1
2013-05-08,EJHQ-70,68,19355.52,230069.7,1
2013-05-15,EKGB-30,37,10483.95,164303,1
2013-05-15,EKLL-99,93,35223.75,337511.7,0
2013-05-03,  EMMR-82  ,117,33953.4,702812.11,0
2013-05-14,EOIW-7400,139,55230.26,1390716.01,0
2013-05-24, EPFE-78 ,166,73157.86,838821.75,0
2013-05-24,EQXZ-18,NA,NA,778240.19,0
2013-05-02,ESRT-15,135,65776.05,551451.6,0
2013-05-18,ETME-37,49,15710.87,112034.56,1
2013-05-27,ETWL-08,65,NA,NA,1
2013-05-21,EVBZ-97,153,54218.61,2048286.08,0
2013-05-02,EVIB-91,66,17594.94,302107.6,0
2013-05-13,EXQK-17,31,9041.15,79219.36,1
2013-05-02,EXZI-94,42,10808.7,107076.4,1
2013-05-11,EYPW-38,33,8386.95,82313.4,0
2013-05-18,FAZF-63,120,28652.4,472253.4,0
2013-05-05,FEFC-80,NA,NA,195006.68,0
2013-05-14,FEIE-56,154,49683.48,2109764.68,0
2013-05-20,FGAR-76,68,24280.08,291396.32,1
2013-05-28,FGIX-57,141,31533.24,1203189.6,0
2013-05-14,FHRD-18,157,67434.64,3276938.7,0
2013-05-18,FKAF-79,104,44673.2,517751.08,0
2013-05-30,  FORU-75  ,46,16585.76,152203.5,1
2013-05-19,FOZM-21,69,19386.24,814205.52,1
2013-05-03,FSCQ-90,102,28146.9,871450.2,0
2013-05-08,FTIC-42,134,44282.98,936712.92,0
2013-05-10,FURT-83,130,32340.1,1219857.87,0
2013-05-19,FVHQ-72,129,59755.38,803799.68,0
2013-05-04,FWNA-66,115,48048.15,842471.25,0
2013-05-25,FWSF-64,33,9414.9,88568.28,1
2013-05-10,FWXY-8800,78,16883.88,616935.38,0
2013-28-5,FYQD-98,43,17370.71,68352.69,1
2013-05-30,FZLO-08,63,23028.39,197007.18,1
2013-05-12,GADO-05,61,14489.94,182668.12,0
2013-05-13,GAHZ-36,114,20362.68,NA,0
2013-05-28,GAWB-9200,115,28870.75,NA,0
2013-05-28,  GBKF-37  ,132,39002.04,1549043.74,0
2013-05-05,GBMI-21,61,20815.64,353346.48,1
2013-05-09,GGGM-03,80,37866.4,234115,1
2013-05-15,GGQL-80,NA,25344,418371.84,0
2013-05-29, GHDP-86 ,NA,NA,60658.24,1
2013-05-19,GHOU-19,94,47312.08,1057572.87,1
2013-05-19,GIKU-22,109,39125.55,791370.09,0
2013-05-23,GINQ-80,65,14670.5,242462.16,0
2013-05-30,GJGZ-66,121,27015.67,875487.8,0
2013-05-22,GJTF-49,36,14412.96,113780.4,1
