date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2015-03-21,AAAI-15,156,57537.48,1434081.6,0
2015-03-06,ABFM-90,63,19994.31,249148.25,1
2015-03-18,ABZO-32,104,37973.52,1789143.21,0
2015-03-15,ACWI-63,60,8997,281299.84,0
2015-03-29,ADAY-83,45,10277.1,111287,0
2015-03-26,AEOJ-42,127,53179.98,1069658.64,0
2015-03-28,AGNI-54,43,17768.03,255935.1,1
2015-03-19,AGQV-46,149,43943.08,1275816.18,0
2015-03-14,AGZJ-96,54,14849.46,110163.83,0
2015-28-3,  AJHZ-77  ,43,14954.97,325906.56,1
2015-03-21,AJMB-61,78,23091.9,702262.22,1
2015-03-14,ALWP-80,33,5929.77,87380.05,0
2015-03-09,ANGH-88,78,28831.14,559565.7,1
2015-03-20,ANTI-83,131,47990.54,470059.84,0
2015-03-28, ANUA-91 ,153,47439.18,619119.04,0
2015-03-02,AOCF-99,118,35173.44,1124501.04,0
2015-03-24,AOQS-19,131,45982.31,982927.44,0
2015-03-13,APQU-61,116,26388.84,711725.36,0
2015-03-07,AQXG-43,136,68157.76,834178.77,0
2015-03-08,ARNP-18,54,31336.74,102028.5,1
2015-03-29,ATFU-64,25,4263.75,31704.83,0
2015-24-3,AUWB-47,36,11643.12,56113.83,1
2015-03-03,BBMC-11,76,29264.56,236862.75,0
2015-03-03,BETS-11,59,22702.02,74365.52,0
2015-03-14,BGNL-80,61,10032.06,129029.34,0
2015-03-07,BKTH-04,50,21542.5,345693.36,1
2015-03-09,BLZJ-60,148,65873.32,2132373.75,0
2015-03-23,BNEK-88,90,48055.5,1231720.38,1
2015-03-24,BOAH-01,124,NA,1331456.2,0
2015-03-04,BORR-04,39,5590.65,27050.88,0
2015-03-17,BPBH-11,38,14202.5,66794.42,1
2015-03-23,BQBX-87,62,15811.86,199580.85,0
2015-03-15,BRNM-67,161,45685.36,NA,0
2015-03-09,BTOY-69,115,54461.7,1078907.54,0
2015-03-21,BVND-31,NA,29985.57,144317.23,1
2015-03-11,BVRT-86,106,20079.58,625136,0
2015-03-25,BVZX-93,70,19007.8,NA,1
2015-03-06,BWVK-94,106,18764.12,273333.96,0
2015-03-24,  BXCG-45  ,142,48119.54,552022.24,0
2015-03-09,BZAO-84,28,8006.04,66052.63,1
2015-03-08,BZOC-10,114,52198.32,665758.08,0
2015-03-26,CCGI-58,NA,NA,484486.32,0
2015-03-25,CDIB-55,89,33763.04,521947.92,0
2015-03-29,CHSM-02,52,13299,167443.2,0
2015-03-12,CJFP-77,82,19913.7,226161.14,0
2015-03-25,CLKS-21,110,22126.5,284193.76,0
2015-03-22,CNGK-74,27,6607.71,77877.24,1
2015-03-26,COGZ-02,49,9892.12,223213.71,1
2015-03-12,CTKW-58,NA,37738.75,948674.56,0
2015-03-28,CUCC-12,30,10229.4,37452.73,1
2015-03-25,CVSM-61,43,14000.37,100866.05,0
2015-2-3,CWVJ-79,108,39793.68,1008533.2,0
2015-03-11,CXGP-45,116,27757.64,701930.71,0
2015-03-13,CZAZ-20,85,28751.25,251387.1,1
2015-03-24,DALN-27,NA,NA,678158.04,1
2015-9-3,  DBJK-96  ,128,43045.12,1171953.61,0
2015-03-16,DGFH-17,59,20285.38,149746.44,1
2015-03-27,DGHU-53,101,26884.18,1061898.98,0
2015-03-01,DHEN-55,125,26390,739035.2,0
2015-03-24, DJGP-25 ,116,67332.2,NA,0
2015-03-20,DJLH-51,115,27792.05,568868.34,0
