date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2017-10-06,AAAI-15,133,53007.15,2311819.4,0
2017-10-30,ABFM-90,57,17973.24,553197.15,1
2017-10-03,ABZO-32,119,40975.27,1568152.08,0
2017-10-01,ACWI-63,62,8511.36,639353,0
2017-10-02,ADAY-83,47,10959.93,200597.39,0
2017-10-30,AEOJ-42,133,49936.18,713550.56,0
2017-10-05,AGNI-5400,46,17491.96,134683.36,1
2017-10-26,  AGQV-46  ,154,49229.18,2131029.12,0
2017-10-25,AGZJ-96,45,15588,84609.52,0
2017-10-09,AJHZ-77,42,16808.82,442156.1,1
2017-10-19,AJMB-61,85,18256.3,708275.75,1
2017-10-23,ALWP-80,35,8554,69402,0
2017-10-04,ANGH-88,67,23872.1,355573.35,1
2017-10-17,ANTI-83,130,55980.6,491305.1,0
2017-10-01,ANUA-91,NA,NA,1159749.18,0
2017-10-13,AOCF-99,119,23650.06,1161245.91,0
2017-6-10,AOQS-19,138,40835.58,1300972.32,0
2017-3-10,APQU-61,102,23042.82,564895.7,0
2017-10-08,AQXG-43,145,53474.55,1218141.12,0
2017-10-25,ARNP-18,54,34037.28,156616.32,1
2017-10-13,ATFU-64,26,3001.96,29472.46,0
2017-19-10,AUWB-4700,36,8015.04,67130,1
2017-10-27,BBMC-11,88,45673.76,289922.9,0
2017-8-10,BETS-11,62,38319.72,64699.14,0
2017-10-23,BGNL-80,58,9883.78,117745.04,0
2017-10-20, BKTH-04 ,52,23394.28,373779.25,1
2017-27-10,BLZJ-6000,147,88930.59,1324338,0
2017-10-13,BNEK-88,110,53332.4,1783892.02,1
2017-10-18,BOAH-01,127,44456.35,1885466.54,0
2017-19-10,BORR-04,NA,NA,53405.77,0
2017-10-09,BPBH-11,34,11248.9,27646.92,1
2017-10-30,BQBX-87,62,14940.76,120910.6,0
2017-10-01,BRNM-67,161,57874.67,2130898.48,0
2017-10-02,BTOY-69,110,46882,905000.79,0
2017-10-19,BVND-31,60,26823,74367.98,1
2017-10-11,BVRT-86,97,24702.99,437410.53,0
2017-10-04,BVZX-93,74,23260.42,521856.04,1
2017-10-07,BWVK-94,105,20961.15,167646.8,0
2017-10-28,BXCG-45,152,44048.08,759137.96,0
2017-10-10,BZAO-84,32,11619.2,89573.67,1
2017-10-23,BZOC-10,126,55092.24,870242.1,0
2017-10-27,CCGI-58,166,52716.62,486757.52,0
2017-10-07,CDIB-55,85,28553.2,645096.96,0
2017-10-25,CHSM-02,50,10219.5,252299.52,0
2017-10-26,CLKS-21,105,24942.75,395289.16,0
2017-10-12,CNGK-74,28,8063.16,64577.28,1
2017-10-22, COGZ-02 ,51,8933.16,194638.07,1
2017-10-18,CTKW-58,133,43618.68,1145862.9,0
2017-10-06,CUCC-12,29,9775.32,66517.6,1
2017-10-25,CVSM-61,41,16543.91,114996,0
2017-10-17,CWVJ-79,115,31006.3,891397,0
2017-10-20,CZAZ-20,91,20019.09,328506.04,1
2017-10-01,DALN-27,80,26158.4,NA,1
2017-10-28,DBJK-96,NA,NA,997999.65,0
2017-10-09,DGFH-17,63,22087.17,350712.12,1
2017-10-29,DGHU-53,102,27717.48,860438.61,0
2017-10-21,DHEN-55,106,17458.2,465577,0
2017-10-27,DJGP-25,132,80212.44,728212.59,0
2017-10-17,DJLH-51,134,40652.92,771507.54,0
2017-10-04,DLLP-38,76,30672.08,226030.68,0
2017-10-15,DNYC-17,38,13654.16,86297.43,1
2017-10-16,DRHS-49,152,52664.96,NA,0
2017-10-07,DSSL-68,153,53299.08,1217234.98,0
2017-10-04,DTVV-40,160,59211.2,633788,0
2017-10-24, DUYT-54 ,35,13365.1,29801.64,1
2017-10-29,DVOS-72,101,32766.42,677298.56,0
2017-8-10,DWCT-33,114,30172.38,572209.87,0
2017-10-15,DWRR-51,97,31269.89,1509350.96,1
2017-10-22,DYAC-55,52,13026.52,156257.96,0
2017-10-19,EABV-83,145,97229.75,487293.96,0
2017-10-20,EADB-2900,39,8525.01,53695.32,0
2017-10-20,EFIJ-41,144,60984,2055074.63,0
2017-10-12, EGEJ-42 ,40,11918,139107.5,0
2017-10-12,EIJS-05,102,62705.52,1817409.23,1
2017-10-30,EJHQ-7000,77,19991.51,340047.18,1
2017-10-03,EKGB-30,42,6937.56,134208.36,1
2017-10-05,EKLL-9900,92,41436.8,308931.47,0
2017-10-15,EMMR-82,147,54634.02,1541695.44,0
2017-10-08,EOIW-74,126,63229.32,1954030.05,0
2017-10-28,EPFE-7800,167,51567.93,725601.8,0
2017-10-12,  EQXZ-1800  ,105,28172.55,789341.41,0
2017-10-01,ESRT-15,130,54254.2,457922.34,0
2017-10-26,ETWL-08,57,14711.13,164587.89,1
2017-10-05,EVBZ-97,167,70876.47,1051200,0
2017-10-22, EVIB-91 ,68,17133.28,294689.44,0
2017-10-03,EXQK-17,38,11320.2,112203.42,1
2017-7-10,EXZI-94,41,15973.19,123108.72,1
2017-10-29,  EYPW-38  ,36,10524.6,44913.93,0
2017-10-29,EZIB-95,85,26105.2,419763.26,1
2017-10-25,FAZF-63,100,27960,702900.81,0
2017-10-18,FEFC-80,61,23103.14,216234.12,0
2017-10-23,FEIE-56,167,44174.84,NA,0
2017-10-15,FGAR-76,61,18523.26,369371.6,1
2017-10-06,FGIX-57,147,28054.95,1932448.2,0
2017-10-13,FHRD-18,151,55626.89,4322952.84,0
2017-10-04,FKAF-79,118,74075.68,368247.54,0
2017-10-04,FORU-75,54,15851.7,217440,1
2017-1-10,FOZM-21,70,12860.4,805999.14,1
2017-10-16,FRVM-45,46,NA,238783.12,0
2017-10-09,  FSCQ-90  ,93,21865.23,657095.83,0
2017-10-12,FTIC-42,131,59936.43,1514319.36,0
2017-10-03,FVHQ-72,134,106379.92,974545.39,0
2017-10-13,FWNA-66,124,45831.64,1256892,0
2017-10-19,FWSF-64,36,9470.52,81633.48,1
2017-10-23,FWXY-88,79,NA,537897.51,0
2017-10-15,FYQD-98,40,19478.4,67170.06,1
2017-10-18,FZLO-08,68,NA,214493,1
2017-10-15,GADO-05,63,24183.81,176490.53,0
2017-10-11,GAWB-92,109,22051.79,521654.98,0
2017-10-05,GBKF-37,146,30861.48,1783469.16,0
2017-10-18,GBMI-21,59,22042.99,294677.11,1
2017-10-29,GGGM-03,82,38538.36,188602.08,1
2017-10-08,GGQL-80,100,36021,382053.75,0
2017-10-24,GHDP-86,32,9257.28,70892.79,1
2017-10-02,GHOU-19,83,35638.54,645844.5,1
2017-6-10,GIKU-22,108,22239.36,333777.84,0
2017-10-19,GINQ-80,62,22792.44,575780.16,0
2017-10-14,GJGZ-66,134,43521.86,633813.4,0
2017-10-24,GJTF-49,37,14469.22,305127.2,1
2017-10-04,GKBW-36,75,28887,556676.45,1
2017-10-01, GKIO-18 ,106,NA,586341.14,0
2017-10-26,GKKA-31,129,39658.47,858612.28,0
2017-10-20,GNDC-01,82,29069,178232.08,1
2017-10-24,GNHW-68,34,13284.48,123466.86,1
2017-10-13,  GORH-15  ,159,47409.03,1010905.44,0
2017-10-22,GPEI-90,53,16147.51,240726.24,1
2017-10-11,GQNG-17,74,20365.54,373799.46,0
2017-10-28,GQTY-01,132,58774.32,1236896.28,0
2017-10-14,GSPM-38,149,34830.24,1358087.92,0
2017-10-10, GWCM-39 ,66,18381.66,390438.4,1
2017-10-11,GWVB-84,106,38887.16,488280.43,0
2017-10-07,GXUL-07,40,9730.4,93113.25,1
2017-10-13,HESF-31,99,28820.88,561711.3,0
2017-10-14,HEWB-45,48,12630.72,238226.56,1
2017-10-08,HJUU-82,154,46324.74,1109320.38,0
2017-10-21,HKYA-83,128,39948.8,459257.4,0
2017-10-08,HLPO-48,NA,NA,797127.32,0
2017-10-26,HLPW-01,142,47807.14,623232.5,0
2017-10-25,HMHC-72,128,43649.28,925040.82,0
2017-10-05,HNRD-42,132,42114.6,3477764.78,0
2017-10-09,HSCY-26,135,32671.35,619349.7,0
2017-10-27,HSFT-11,99,25710.3,456492,0
2017-10-15,HTJN-49,55,16072.65,NA,1
2017-10-12,HTJY-48,57,19878.75,232169.36,1
2017-10-07,HUMW-75,140,41405,1283375.16,0
2017-10-18,HVAU-63,46,10395.54,100203.48,0
2017-10-16,HYQS-89,67,23420.52,209989.71,0
2017-10-03,HZQK-54,74,16574.52,284449.95,0
2017-10-12,HZWL-46,122,27886.76,887757,0
2017-10-27,IBPI-71,141,71348.82,851410.33,0
2017-10-18,IEVL-29,80,24482.4,282029.35,0
2017-10-20,IFEF-82,79,24156.62,284354.84,1
2017-10-18,IFFS-46,153,32700.69,993800.37,0
2017-10-20,  IGUI-59  ,34,18067.6,49458.64,1
2017-19-10,IHVQ-18,108,57832.92,862194.19,1
2017-10-29,IJTA-78,121,27467,978445.28,0
2017-10-25,ILGL-89,133,46939.69,895052.22,0
2017-10-25,IPLT-71,125,38967.5,635650.2,0
2017-10-23,IQFC-40,152,35697.2,737421.09,0
2017-10-01, IQIV-28 ,163,49287.94,911803.58,0
2017-10-30,IRMF-38,60,16635,612383.7,1
2017-10-06,IRQR-89,114,39366.48,573247.51,0
2017-10-18,ITZA-04,93,46809.69,1085776.84,1
2017-10-02,IVNI-46,50,16194,165957.4,1
2017-10-13,IWEI-53,121,29654.68,1278275.71,0
2017-10-16,IWOZ-83,141,36888.42,889406.84,0
