date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2010-06-20,AAAI-15,167,55418.95,1061246.2,0
2010-06-06,ABFM-90,60,15992.4,236035.84,0
2010-06-22,ABZO-32,106,33561.72,1076769.06,0
2010-06-20,ACWI-63,59,13570.59,201930.12,0
2010-06-06,ADAY-83,52,12212.2,110360.64,0
2010-06-23,AEOJ-42,123,38112.78,783846.67,0
2010-06-06,AGNI-54,48,12419.04,142433.5,0
2010-06-09,AGQV-46,136,51938.4,1205499.27,0
2010-06-06,AGZJ-9600,49,13118.77,NA,0
2010-06-15, AJHZ-77 ,45,10858.5,111145.54,0
2010-06-05,ALWP-80,NA,NA,37800.36,0
2010-06-19,ANGH-88,73,18318.62,474570.11,0
2010-06-09,ANTI-83,124,45729.96,543741.66,0
2010-06-09,  ANUA-91  ,NA,51205.44,849989.25,0
2010-06-26,  AOCF-99  ,136,57623.2,1384032.49,0
2010-06-10,AOQS-19,126,42777,581888.97,0
2010-06-21,APQU-61,98,22124.48,395348.12,0
2010-06-23,ARNP-18,50,11640.5,105322.48,0
2010-06-02,ATFU-64,30,5482.5,51909.28,0
2010-06-11,AUWB-47,38,7861.44,65767.9,0
2010-06-24,AWQI-89,34,6079.88,NA,0
2010-06-10,BBMC-11,80,23456.8,198604.08,0
2010-06-16,BETS-11,63,12943.35,123946.5,0
2010-22-6,BGNL-80,62,12806.1,98330.36,0
2010-06-08,BKTH-04,48,10101.12,125234.64,0
2010-06-22,BLZJ-60,175,65257.5,1161578,0
2010-06-29,BNEK-88,111,35677.62,702882.1,0
2010-06-04,  BOAH-01  ,117,32045.13,1131213.11,0
2010-06-14,BORR-04,38,10684.46,56391.14,0
2010-06-28,BPBH-11,33,6909.21,39410.95,0
2010-06-16,BQBX-87,61,14244.72,133892.24,0
2010-06-19,BRNM-67,171,51185.43,2128951.32,0
2010-06-05,BTOY-69,104,31236.4,736745.58,0
2010-25-6,BVND-3100,54,15102.18,96106.56,0
2010-06-11,BVRT-86,95,21755,482068.18,0
2010-06-27,BVZX-93,65,16348.8,359558.85,0
2010-17-6,BWVK-9400,100,32262,383935.92,0
2010-06-21,BXCG-45,154,46029.06,882606.62,0
2010-06-13,  BZAO-84  ,33,6810.21,32623.24,0
2010-06-21, CCGI-58 ,149,47939.26,895704.5,0
