date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2010-08-28,AAAI-15,141,39939.66,925186,0
2010-08-09,ABFM-90,61,14748.58,246752.68,0
2010-08-17,ABZO-32,99,38744.64,1291213.29,0
2010-08-11,ACWI-63,55,15607.9,182789.94,0
2010-08-01,ADAY-83,46,10270.88,82288.08,0
2010-08-06,AEOJ-42,125,35487.5,722897.37,0
2010-08-02,AGNI-54,43,8455.09,125685,0
2010-08-17,AGQV-46,132,47686.32,1594867.2,0
2010-8-8,AGZJ-96,36,9077.04,116089.5,0
2010-08-29, AJHZ-77 ,45,12037.05,132806.01,0
2010-3-8,ALWP-80,30,6644.1,38042.94,0
2010-08-04, ANGH-88 ,66,17809.44,362330.22,0
2010-08-12,ANTI-83,120,37924.8,535811.91,0
2010-08-29,  ANUA-91  ,127,43638.47,746882.17,0
2010-08-30, AOCF-99 ,135,50799.15,1276265.76,0
2010-08-21,AOQS-19,117,37278.54,1238075.28,0
2010-08-20,APQU-61,102,24627.9,437646.3,0
2010-08-07,ARNP-18,57,NA,91788.18,0
2010-08-23,  ATFU-64  ,26,4843.54,NA,0
2010-08-04,AUWB-47,37,8300.95,60339.52,0
2010-08-27,AWQI-89,30,6965.1,26904,0
2010-08-04,BBMC-11,86,23256.12,405300.48,0
2010-08-26,BETS-1100,60,17295,218954.7,0
2010-08-30,BGNL-80,59,10814.11,177761.01,0
2010-08-16,BKTH-04,45,13021.65,131392.8,0
2010-08-12,BLZJ-60,151,72627.98,933391.06,0
2010-08-08,BNEK-88,122,42599.96,1207615.2,0
2010-08-19,BOAH-01,130,40904.5,1013619.6,0
2010-08-01,BORR-04,36,9582.84,57297.91,0
2010-7-8,BPBH-11,33,7007.22,52254.6,0
2010-08-02,BQBX-87,57,12119.91,147296.6,0
2010-08-28,BRNM-67,163,43900.79,1823566.23,0
2010-08-08,BTOY-69,106,35995.48,754613.14,0
2010-08-21,BVND-31,63,18737.46,110836.5,0
2010-08-18,BVRT-86,94,24910,478033.24,0
2010-08-08,BVZX-93,72,14555.52,254816.03,0
2010-08-19,BWVK-94,106,32617.26,706979.28,0
2010-08-02,BXCG-45,145,53779.05,1122672.32,0
2010-08-04,BZAO-84,29,6855.31,42562.92,0
2010-08-26,CCGI-5800,148,55389,692349.25,0
2010-08-08,CDIB-55,90,21364.2,386608,0
2010-15-8,CHSM-02,54,13079.88,127537.3,0
2010-08-27,CJFP-77,87,22918.41,227601.38,0
2010-08-07,CLKS-21,93,26136.72,441752.14,0
2010-08-23,CNGK-74,27,5539.05,30240,0
2010-08-10,COGZ-02,60,11743.8,152862.45,0
2010-08-01,CTKW-58,145,53142.5,1004806.18,0
2010-08-23,CUCC-12,25,4733.25,24024,0
2010-08-20,CVSM-61,45,8473.95,75119.2,0
2010-08-06,CWVJ-79,111,32183.34,635266.2,0
2010-08-02,CXGP-45,119,34999.09,626640.3,0
2010-08-21,CXMB-63,52,13737.88,98456.5,0
2010-08-25,CZAZ-20,84,25170.6,385918.08,0
2010-08-27,DALN-27,88,25013.12,510244.8,0
2010-08-29,DBJK-96,140,48860,722242.08,0
2010-08-26,DGFH-17,58,13898.54,363242,0
2010-08-19,DGHU-53,106,37261.12,675153.63,0
2010-08-19,DHEN-55,130,55855.8,1056594.67,0
