date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2015-06-04,AAAI-15,142,54607.52,1358304.56,0
2015-06-01,ABFM-90,63,23774.31,552416.64,1
2015-06-10,ABZO-32,97,36787.25,1130050.32,0
2015-06-09,ACWI-63,58,9210.98,324385.68,0
2015-06-05,ADAY-83,54,13745.7,140075.04,0
2015-06-03,AEOJ-42,137,52458.67,1256333.19,0
2015-06-12,AGNI-54,43,11594.09,251685.5,1
2015-8-6,AGQV-46,139,53499.71,1891550.98,0
2015-06-18,AGZJ-96,45,13628.7,77653.54,0
2015-06-26,AJHZ-77,35,15278.9,324092.76,1
2015-06-15,AJMB-61,86,24816.16,508567.24,1
2015-06-02,ALWP-80,33,6714.84,63021.35,0
2015-06-06,ANGH-88,66,25493.82,385844.46,1
2015-06-21,ANTI-83,117,38607.66,295335.8,0
2015-06-05,ANUA-91,138,47608.62,743746.97,0
2015-06-27,AOCF-99,127,35499.04,955861.27,0
2015-06-07,AOQS-1900,127,38201.6,1127815.02,0
2015-06-09,APQU-61,91,18341.05,588964.56,0
2015-06-13,AQXG-43,125,63978.75,810980.87,0
2015-06-16,ARNP-18,52,27646.84,150795.1,1
2015-06-21,ATFU-64,26,3306.16,37051.04,0
2015-06-26,AUWB-47,37,11285.74,62960.48,1
2015-06-01,BBMC-11,81,26281.26,364002.22,0
2015-06-17,BETS-11,58,24160.48,87615.84,0
2015-06-29,BGNL-80,64,10701.44,141447.21,0
2015-06-18,BKTH-04,50,25862.5,386863.94,1
2015-06-29,BLZJ-60,153,106536.96,1265975.86,0
2015-06-20,BNEK-88,116,60634.36,1573917.8,1
2015-06-09,BOAH-01,116,33715.4,1587127.92,0
2015-06-24,BORR-04,38,5894.94,43142.4,0
2015-06-14,BPBH-11,36,8455.32,57005.25,1
2015-06-22,BQBX-87,60,15898.8,185512.33,0
2015-06-08,BRNM-67,173,52811.71,2011917.18,0
2015-06-26,BTOY-69,105,54937.05,660988.52,0
2015-06-22,BVND-31,58,29480.82,90036,1
2015-06-09,BVRT-86,98,24148.18,518762.14,0
2015-06-15,BVZX-93,71,20614.85,451210.41,1
2015-06-01,BWVK-94,106,19297.3,249363.5,0
2015-06-26,  BXCG-45  ,166,51046.66,NA,0
2015-06-04,BZAO-8400,32,10038.72,76297.6,1
2015-06-16,BZOC-10,119,45023.65,517256,0
