date,firm_id,employment_t,wage_bill_t,revenue_t,adopt_t
2019-04-23,  AAAI-15  ,147,47689.74,1768991.76,0
2019-04-24,ABFM-90,62,21433.4,415606.76,1
2019-04-14,ABZO-32,112,45278.24,918199.82,0
2019-04-07,ACWI-63,66,8082.36,335708.45,0
2019-04-20,ADAY-83,48,12232.32,163863,0
2019-04-27,AEOJ-42,128,36943.36,912582.86,0
2019-04-17,AGNI-54,43,11568.29,170636.55,1
2019-04-12,AGQV-46,154,41005.58,1576442.92,0
2019-04-26,AGZJ-96,52,19628.44,68978.61,0
2019-04-04,AJHZ-77,43,15151.48,373945.45,1
2019-04-05,AJMB-61,NA,NA,580102.68,1
2019-04-12,ALWP-80,29,6566.47,96784.1,0
2019-04-24,  ANGH-88  ,69,26847.9,265393.92,1
2019-04-15,ANTI-83,130,70341.7,NA,0
2019-04-27,ANUA-91,134,48600.46,696658.88,0
2019-04-19,  AOCF-99  ,141,27572.55,842325.4,0
2019-04-15,AOQS-19,109,35531.82,793765.44,0
2019-04-13,APQU-61,105,22207.5,493270.2,0
2019-04-07,AQXG-43,142,45252.56,1209151.46,0
2019-04-15,ARNP-18,53,30548.67,129977.4,1
2019-04-17,ATFU-64,27,2382.75,26385.66,0
2019-04-03,AUWB-47,41,11641.54,39458.55,1
2019-5-4,BBMC-11,82,45706.8,236532.56,0
2019-04-17,BETS-11,71,31218.7,91193.7,0
2019-04-02,BGNL-80,63,9339.75,131114.2,0
2019-04-08,BKTH-04,46,16807.02,379923.04,1
2019-27-4,BLZJ-60,160,79849.6,1349676.24,0
2019-04-21,BNEK-88,115,65225.7,1515625.4,1
2019-04-04,BOAH-01,116,36064.4,1571508.38,0
2019-18-4,BORR-04,40,7163.2,41883.5,0
2019-04-02,BPBH-11,34,12719.74,30401.28,1
2019-04-02,BQBX-87,59,15976.61,101183.48,0
2019-04-04,BRNM-67,170,61553.6,1817274,0
2019-04-14,BTOY-69,99,35600.4,683229.66,0
2019-04-03,BVND-31,55,27079.8,151785.92,1
2019-04-23,BVRT-86,111,25510.02,469937,0
2019-04-09,BVZX-93,62,NA,638228.43,1
2019-04-01,BWVK-94,111,23469.84,251220.61,0
2019-04-21,BXCG-45,153,53941.68,829510.5,0
2019-04-17, BZAO-84 ,32,9758.08,105625.52,1
2019-04-05,BZOC-10,114,67855.08,777560.35,0
2019-04-28,CCGI-58,136,36205.92,322390.99,0
2019-04-21,CDIB-55,95,33250.95,804489.15,0
2019-04-28, CHSM-02 ,52,13758.16,120263.13,0
2019-04-05,CLKS-21,105,25994.85,560942,0
2019-04-19,CNGK-74,27,9149.49,61259.41,1
2019-04-01,COGZ-02,55,11166.65,238156.7,1
2019-04-17,CTKW-58,135,46062,947063.78,0
2019-04-10,CUCC-12,28,7949.48,69939.36,1
2019-04-19,CVSM-61,46,18207.26,103426.86,0
2019-04-08,CWVJ-79,105,31969.35,969834.32,0
2019-04-06,CZAZ-20,82,19137.16,320852.88,1
2019-04-14,DALN-27,90,25348.5,1208478.5,1
2019-04-28,DBJK-96,124,42182.32,866189,0
2019-04-07,DGFH-17,55,18438.2,305329.37,1
2019-04-08,DGHU-53,97,23432.29,525969.5,0
2019-04-06,DHEN-55,120,23194.8,646233.42,0
2019-04-16,DJGP-25,137,49424.12,463703.89,0
2019-04-02,DJLH-51,135,31833,926349.66,0
2019-04-03,DLLP-38,73,28477.3,171727.2,0
2019-04-27,DNYC-17,38,12410.04,93440.21,1
2019-04-18,DRHS-4900,137,52053.15,1060106.26,0
2019-04-02,DSSL-68,163,63043.51,1471959.32,0
2019-04-17,DTVV-40,151,58050.44,930293.18,0
2019-04-29,DUYT-54,31,14901.7,33947.75,1
2019-17-4,DVOS-72,110,37566.1,518840.4,0
2019-04-13,DWCT-33,114,42130.98,814159.5,0
2019-04-09,DWRR-51,104,34131.76,1699218,1
2019-04-21,DYAC-55,58,12430.56,107047.2,0
2019-04-26,EABV-83,158,109731,649020.97,0
2019-04-03,EADB-29,36,7162.56,74711.7,0
2019-04-09,EALM-41,156,31629,2380639.2,0
2019-04-16, EFIJ-41 ,135,56604.15,2365230.78,0
2019-04-09,EGEJ-42,45,15765.3,96485.55,0
2019-04-08,EIJS-05,90,67187.7,1920490.18,1
2019-04-12,EJHQ-70,78,28021.5,312707.13,1
2019-04-26,EKGB-30,43,8974.1,106210.76,1
2019-04-06,EKLL-99,91,42336.84,194111.88,0
2019-04-19,EMMR-82,109,49985.22,903961.52,0
2019-04-03,EOIW-74,161,65053.66,2314004,0
2019-04-23,EPFE-78,148,44379.28,762792.48,0
2019-04-28,EQXZ-18,131,31361.4,1106504.28,0
2019-04-23,ESRT-15,114,53972.16,1090265.03,0
2019-04-08,ETWL-08,63,13611.15,217810.57,1
2019-04-26,EVBZ-9700,143,43537.78,1017742.4,0
2019-04-10,EVIB-91,67,20779.38,NA,0
2019-04-18,EXQK-17,34,12717.36,147620.34,1
2019-04-21,EXZI-94,46,17164.44,130706.48,1
